       1  5128582  |        1  5128582  |  5128582  5128582  |   100.00  |  5128582  5128582  |   100.00   100.00  | CP022713.1	CP022713.1	[IDENTITY]
   32609    34247  |  3364061  3362423  |     1639     1639  |    86.62  |  5128582  5128582  |     0.03     0.03  | CP022713.1	CP022713.1	
  575881   576542  |   627813   627152  |      662      662  |    80.09  |  5128582  5128582  |     0.01     0.01  | CP022713.1	CP022713.1	
  576685   576839  |   627009   626858  |      155      152  |    85.81  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
  611324   611455  |  3056261  3056130  |      132      132  |    98.48  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
  626858   627009  |   576839   576685  |      152      155  |    85.81  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
  627152   627813  |   576542   575881  |      662      662  |    80.09  |  5128582  5128582  |     0.01     0.01  | CP022713.1	CP022713.1	
  907762   907904  |  2954078  2953936  |      143      143  |    95.10  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
  915012   915282  |   915282   915012  |      271      271  |    76.06  |  5128582  5128582  |     0.01     0.01  | CP022713.1	CP022713.1	
 1157748  1157842  |  3605843  3605749  |       95       95  |    97.89  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 1157873  1157969  |  3603725  3603629  |       97       97  |    93.81  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 1208816  1210686  |  4810849  4808979  |     1871     1871  |    99.95  |  5128582  5128582  |     0.04     0.04  | CP022713.1	CP022713.1	
 1208817  1210657  |   644672   642832  |     1841     1841  |   100.00  |  5128582  5128582  |     0.04     0.04  | CP022713.1	CP022713.1	
 1974355  1980171  |  4990869  4985067  |     5817     5803  |    99.59  |  5128582  5128582  |     0.11     0.11  | CP022713.1	CP022713.1	
 2235013  2236336  |  3943003  3941692  |     1324     1312  |    93.43  |  5128582  5128582  |     0.03     0.03  | CP022713.1	CP022713.1	
 2458593  2458677  |  3881603  3881519  |       85       85  |    97.65  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 2458708  2458797  |  3240965  3240876  |       90       90  |   100.00  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 2646799  2647732  |  4756892  4755972  |      934      921  |    88.56  |  5128582  5128582  |     0.02     0.02  | CP022713.1	CP022713.1	
 2682053  2682315  |  4754481  4754219  |      263      263  |    90.15  |  5128582  5128582  |     0.01     0.01  | CP022713.1	CP022713.1	
 2685767  2686022  |  4752216  4751961  |      256      256  |    85.66  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 2807598  2807672  |  3150076  3150002  |       75       75  |   100.00  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 2833205  2833447  |  2833447  2833205  |      243      243  |    75.59  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3056130  3056220  |  1883043  1882953  |       91       91  |    98.90  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3056130  3056261  |   611455   611324  |      132      132  |    98.48  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3056130  3056259  |  1746547  1746418  |      130      130  |    86.26  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3150002  3150076  |  2807672  2807598  |       75       75  |   100.00  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3150080  3150151  |  4676258  4676187  |       72       72  |   100.00  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3179003  3181083  |  4261497  4259403  |     2081     2095  |    97.47  |  5128582  5128582  |     0.04     0.04  | CP022713.1	CP022713.1	
 3182059  3185425  |  4258418  4255064  |     3367     3355  |    93.11  |  5128582  5128582  |     0.07     0.07  | CP022713.1	CP022713.1	
 3240876  3240965  |  2458797  2458708  |       90       90  |   100.00  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3241339  3244569  |  4976418  4973190  |     3231     3229  |    99.78  |  5128582  5128582  |     0.06     0.06  | CP022713.1	CP022713.1	
 3244573  3244646  |  4972925  4972852  |       74       74  |   100.00  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3244671  3244743  |  4973186  4973114  |       73       73  |   100.00  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3244749  3246814  |  4972845  4970779  |     2066     2067  |    99.03  |  5128582  5128582  |     0.04     0.04  | CP022713.1	CP022713.1	
 3362423  3364061  |    34247    32609  |     1639     1639  |    86.62  |  5128582  5128582  |     0.03     0.03  | CP022713.1	CP022713.1	
 3539472  3539630  |   915226   915066  |      159      161  |    86.96  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3539472  3539639  |   250137   249968  |      168      170  |    87.06  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3603629  3603725  |  1157969  1157873  |       97       97  |    93.81  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3605749  3605843  |  1157842  1157748  |       95       95  |    97.89  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3881113  3881196  |  4676640  4676557  |       84       84  |   100.00  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3881519  3881603  |  2458677  2458593  |       85       85  |    97.65  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 3881804  3887469  |  4990866  4985203  |     5666     5664  |    99.51  |  5128582  5128582  |     0.11     0.11  | CP022713.1	CP022713.1	
 3881804  3884918  |  4976325  4973210  |     3115     3116  |    99.81  |  5128582  5128582  |     0.06     0.06  | CP022713.1	CP022713.1	
 3885176  3887346  |  4972842  4970671  |     2171     2172  |    98.80  |  5128582  5128582  |     0.04     0.04  | CP022713.1	CP022713.1	
 3941692  3943003  |  2236336  2235013  |     1312     1324  |    93.43  |  5128582  5128582  |     0.03     0.03  | CP022713.1	CP022713.1	
 4066423  4066505  |  4066505  4066423  |       83       83  |    91.57  |  5128582  5128582  |     0.00     0.00  | CP022713.1	CP022713.1	
 4255064  4258418  |  3185425  3182059  |     3355     3367  |    93.11  |  5128582  5128582  |     0.07     0.07  | CP022713.1	CP022713.1	
 4259403  4261497  |  3181083  3179003  |     2095     2081  |    97.47  |  5128582  5128582  |     0.04     0.04  | CP022713.1	CP022713.1	
